subLot,lot,bloc,transactionDate,street,houseNumber,apartmentNumber,price,grossArea,netArea,rooms,ppsm,ppr,floor,floors,apartmentsInBuilding,parking,storage,roof,yard,constructionYear,,,,,,,,,,,,,,,,,,,
0,2,6768,16/04/2015,689,13,,2870000,,92,3,31196,956667,4,6,,,,,,2015,,,,,,,,,,,,,,,,,,,11
0,2,6768,01/04/2015,689,15,,2275000,,82,3,27744,758333,4,8,,,,,,2015,,,,,,,,,,,,,,,,,,,8
30,2,6768,29/12/2016,689,13,0,3300001,68,74,3,44595,1100000.33,1,4,24,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,11
0,2,6768,17/11/2016,689,13,0,6050000,0,172,5,35174,1210000,5,6,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
135,2,6768,25/12/2014,689,21,,2525000,100,100,4,25250,631250,3,4,24,,,,,1950,,,,,,,,,,,,,,,,,,,3
108,46,6768,31/12/2013,689,9,,5075000,177,,5,28672,1015000,4,4,9,,,,,2012,,,,,,,,,,,,,,,,,,,5
6,214,6626,25/03/2015,690,14,,2980002,103,103,4,28932,745001,2,3,,,,,,1970,,,,,,,,,,,,,,,,,,,1
6,214,6626,25/03/2015,690,14,0,2980002,103,103,4,28932,745001,2,3,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
0,143,6212,27/12/2017,691,11,0,2600000,58,58,2,44828,1300000,3,4,14,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
6,168,6212,16/11/2017,691,4,0,3400000,62,53,3,64151,1133333.33,1,4,17,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,2
0,8,6925,05/08/2020,692,39,26,4000000,75,73,3,54795,1333333,7,29,120,1,0,0,0,2015,,,,,,,,,,,,,,,,,,,2
64,1,7012,18/12/2017,692,39,0,9600000,144,0,4,66667,2400000,16,27,105,2,0,0,0,2015,,,,,,,,,,,,,,,,,,,2
11,9,7422,30/12/2016,692,27,0,233999,0,66,2,3545,116999.5,2,2,0,0,0,0,0,1934,,,,,,,,,,,,,,,,,,,1
0,59,6913,28/02/2018,693,8,3,3240000,99,64,3,50625,1080000,0,5,22,1,0,0,32,2008,,,,,,,,,,,,,,,,,,,5
0,61,6910,27/04/2010,693,7,,1800000,,110,4,16364,450000,0,,,,,,,1950,,,,,,,,,,,,,,,,,,,1
0,61,6910,26/04/2010,693,7,,1568827,,110,3,27239,998750,0,,,,,,,1960,,,,,,,,,,,,,,,,,,,5
0,2,6913,23/11/2009,693,8,,1133903,,65,3,17445,377968,1,3,7,,,,,1930,,,,,,,,,,,,,,,,,,,1
0,2,6913,13/07/2009,693,8,,1227200,,65,4,18880,306800,0,,,,,,,2009,,,,,,,,,,,,,,,,,,,1
18,51,6910,26/12/2008,693,21,,1680000,,96,3,17500,560000,3,5,13,,,,,1950,,,,,,,,,,,,,,,,,,,2
6,35,6910,27/06/2008,693,25,,1368401,,47,2,29115,684201,2,,,,,,,1957,,,,,,,,,,,,,,,,,,,1
5,49,6910,28/05/2008,693,17,,1480000,,64,3,23125,493333,1,,,,,,,1997,,,,,,,,,,,,,,,,,,,2
0,4,6911,24/03/2008,693,34,,1865600,,100,4,18656,466400,4,,,,,,,2008,,,,,,,,,,,,,,,,,,,3
-1,4,6911,24/03/2008,693,34,,3575000,,125,5,28600,715000,5,,,,,,,2008,,,,,,,,,,,,,,,,,,,2
14,49,6910,06/02/2008,693,17,,1530000,65,65,3,23538,510000,4,5,20,1,,,,1994,,,,,,,,,,,,,,,,,,,5
9,85,6910,17/01/2008,693,14,,1300000,,68,3,19118,433333,3,,,,,,,1951,,,,,,,,,,,,,,,,,,,2
6,35,6910,21/04/2005,693,25,,873600,,70,2.5,12480,349440,2,3,,,,,,1950,,,,,,,,,,,,,,,,,,,2
4,51,6910,27/03/2005,693,21,,708398,,44,2,16100,354199,0,4,,,,,,1901,,,,,,,,,,,,,,,,,,,2
20,49,6910,15/02/2005,693,17,,1833720,,113,5,16228,366744,5,6,,,,,,1992,,,,,,,,,,,,,,,,,,,1
5,35,6910,09/02/2004,693,25,,409999,,75,3.5,5467,117143,1,4,,,,,,1935,,,,,,,,,,,,,,,,,,,1
7,35,6910,14/12/2003,693,25,,817284,,75,3,10897,272428,2,5,,,,,,1956,,,,,,,,,,,,,,,,,,,37
10,35,6910,16/11/2003,693,25,,797208,,100,3,7972,265736,3,3,13,,,,,1956,,,,,,,,,,,,,,,,,,,1
6,51,6910,24/07/2003,693,21,,701920,,66,2,10635,350960,1,4,21,,,,,1950,,,,,,,,,,,,,,,,,,,2
7,85,6910,08/06/2003,693,14,,118237,,68,3,1739,39412,2,5,,,,,,1980,,,,,,,,,,,,,,,,,,,14
7,85,6910,22/11/2002,693,14,,249540,,68,3,3670,83180,2,3,,,,,,1989,,,,,,,,,,,,,,,,,,,2
12,48,6910,18/06/2002,693,15,,1059735,,100,4,10597,264934,2,3,,,,,,1957,,,,,,,,,,,,,,,,,,,2
5,95,6910,26/12/2017,693,19,0,5000000,63,63,3,79365,1666666.67,0,5,5,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,2
0,4,6913,30/12/2013,693,4,,3600001,100,,4,36000,900000.25,2,2,,,,,,1960,,,,,,,,,,,,,,,,,,,1
2,69,6910,25/12/2013,693,5,,1500000,72,,2.5,20833,600000,0,4,,,,,,1960,,,,,,,,,,,,,,,,,,,1
10,72,6911,23/12/2013,693,20,,1750001,60,,3,29167,583333.67,3,6,,,,,,2003,,,,,,,,,,,,,,,,,,,1
6,69,6910,20/12/2013,693,5,,1460002,67,,2.5,21791,584000.8,2,3,,,,,,1940,,,,,,,,,,,,,,,,,,,1
17,49,6910,10/12/2012,693,17,,2260000,70,,3,32286,753333.33,4,5,,,,,,1970,,,,,,,,,,,,,,,,,,,1
0,35,6910,04/12/2011,693,25,,205000,,12,1,17083,205000,0,4,,,,,,1935,,,,,,,,,,,,,,,,,,,3
12,49,6910,19/10/2006,693,17,,777686,,48,2,16202,388843,3,4,,,,,,1992,,,,,,,,,,,,,,,,,,,1
6,51,6910,16/03/2006,693,21,,915330,,66,2,13869,457665,1,4,21,,,,,1950,,,,,,,,,,,,,,,,,,,2
0,819,6624,05/12/2013,694,6,,7499999,348,,6,21552,1249999.83,0,3,1,,,,,2013,,,,,,,,,,,,,,,,,,,1
95,139,6631,02/04/2015,695,6,,5910000,131,,5,45115,1182000,8,9,98,,,,,1993,,,,,,,,,,,,,,,,,,,1
95,139,6631,02/04/2015,695,6,0,5910000,131,0,5,45115,1182000,8,9,98,0,0,0,0,1993,,,,,,,,,,,,,,,,,,,1
55,138,6631,30/11/2014,695,8,,4500000,115,115,5,39130,900000,5,9,,,,,,1970,,,,,,,,,,,,,,,,,,,3
1,69,7075,15/10/2020,696,6,1,1400000,55,55,2.5,25455,560000,1,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
16,64,7075,04/06/2020,696,51,0,570000,63,58,3,9828,190000,5,9,33,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
33,12,7075,26/03/2015,696,18,0,760000,41,41,2,18537,380000,1,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
57,12,7075,24/03/2015,696,18,0,950002,41,41,2,23171,475001,3,5,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
1,7,7075,22/03/2015,696,17,0,570000,26,0,1,21923,570000,1,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
99,12,7075,07/03/2010,696,22,0,460000,0,60,2,7667,230000,0,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,3
63,12,7075,07/01/2010,696,82,0,316795,0,41,2,7727,158398,4,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
107,12,7075,22/11/2009,696,24,0,385000,0,54,3,7130,128333,4,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,40
0,69,7075,18/11/2009,696,6,0,410000,0,50,2.5,8200,164000,2,0,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
0,12,7075,12/11/2009,696,18,0,410000,0,54,2,7593,205000,1,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
0,12,7075,08/11/2009,696,22,0,405002,0,54,2,7500,202500,0,0,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
15,69,7075,26/10/2009,696,6,0,440000,0,60,2.5,7333,176000,4,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,17
64,12,7075,22/05/2009,696,28,0,460000,0,41,2,11220,230000,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
13,12,7075,22/03/2009,696,28,0,425000,0,41,2,10366,212500,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,6
16,12,7075,02/12/2008,696,28,0,390000,0,41,2,9512,195000,2,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
37,12,7075,18/11/2008,696,28,6,375000,0,41,2,9146,187500,3,5,17,0,0,0,0,1961,,,,,,,,,,,,,,,,,,,1
0,12,7075,02/10/2008,696,24,0,392500,0,48,2,8177,196250,1,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,9
86,12,7075,03/09/2008,696,28,0,390000,0,41,2,9512,195000,5,0,0,0,0,0,0,1975,,,,,,,,,,,,,,,,,,,10
34,12,7075,15/08/2008,696,26,0,450000,0,100,4,4500,112500,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
49,12,7075,10/08/2008,696,24,0,357000,0,50,2,7140,178500,4,4,16,0,0,0,0,1972,,,,,,,,,,,,,,,,,,,1
0,12,7075,11/06/2008,696,26,0,220000,0,45,2,4889,110000,4,4,16,0,0,0,0,1961,,,,,,,,,,,,,,,,,,,2
32,12,7075,28/07/2004,696,26,0,395912,0,74,4,5350,98978,4,4,16,0,0,0,0,1963,,,,,,,,,,,,,,,,,,,2
43,12,7075,22/09/2003,696,24,0,178160,0,54,2,6186,167025,2,4,0,0,0,0,0,1963,,,,,,,,,,,,,,,,,,,1
61,12,7075,16/09/2003,696,28,0,336375,0,41,2,8204,168188,4,5,17,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
92,12,7075,27/04/2003,696,18,0,320810,0,54,2,5941,160405,1,4,0,0,0,0,0,1972,,,,,,,,,,,,,,,,,,,2
8,69,7075,30/12/2019,696,6,0,1430000,55,55,2.5,26000,572000,2,4,16,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,1
16,12,7075,17/12/2019,696,28,0,1100000,52,41,2,26829,550000,2,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
11,81,7075,07/10/2019,696,9,0,1550000,65,65,3,23846,516666.67,2,4,24,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
15,65,7075,25/09/2019,696,5,0,1390000,63,59,3.5,23559,397142.86,4,8,33,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,3
37,11,7075,05/09/2019,696,43,8,1370000,50,47,3,29149,456666.67,4,4,97,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
9,81,7075,29/12/2016,696,9,0,1480000,64,64,3,23125,493333.33,1,4,8,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
20,11,7075,14/12/2016,696,37,0,1250000,52,47,2,26596,625000,2,4,96,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
100,12,7075,21/11/2016,696,22,0,875000,41,41,2,21341,437500,5,5,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
47,12,7075,18/12/2013,696,18,,300000,41,41,2,7317,150000,3,4,16,,,,,1960,,,,,,,,,,,,,,,,,,,1
105,12,7075,06/11/2013,696,18,,950000,100,100,4,9500,237500,4,4,16,,,,,1970,,,,,,,,,,,,,,,,,,,2
105,12,7075,06/11/2013,696,18,0,950000,100,100,4,9500,237500,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,59
42,12,7075,27/12/2012,696,26,0,121028,41,0,2,2952,60514,2,4,0,0,0,0,0,1963,,,,,,,,,,,,,,,,,,,1
82,12,7075,01/11/2012,696,18,0,575000,50,0,2.5,11500,230000,3,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
0,69,7075,19/07/2011,696,6,0,850000,0,65,2.5,13077,340000,1,0,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
90,12,7075,27/05/2011,696,26,0,620000,0,41,2,15122,310000,4,0,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
86,12,7075,19/05/2011,696,28,0,650000,0,41,2,15854,325000,5,5,17,0,0,0,0,1975,,,,,,,,,,,,,,,,,,,1
58,12,7075,13/03/2011,696,18,0,566999,0,41,2,13829,283499.5,2,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
0,12,7075,13/03/2011,696,18,0,563000,0,50,2,11260,281500,2,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
0,12,7075,27/02/2011,696,18,0,390000,0,31,1,12581,390000,0,0,0,0,0,0,0,1965,,,,,,,,,,,,,,,,,,,1
93,12,7075,14/02/2011,696,24,0,560000,0,55,3,10182,186666.67,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
95,12,7075,01/12/2006,696,18,0,249806,0,53,2,4713,124903,2,4,16,0,0,0,0,1968,,,,,,,,,,,,,,,,,,,2
84,12,7075,15/10/2006,696,20,0,341000,0,70,2.5,4871,136400,3,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
40,12,7075,01/09/2006,696,28,0,227396,0,41,2,5546,113698,3,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
24,18,7075,29/03/2006,696,14,0,404000,0,58,3.5,6966,115428.57,3,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
88,12,7075,27/03/2006,696,20,0,234250,0,46,2,5092,117125,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,5
47,12,7075,23/02/2006,696,24,0,212085,0,50,2,4242,106042.5,3,4,16,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
0,12,7075,10/01/2006,696,5,0,127380,0,54,2,2359,63690,2,4,16,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,1
6,839,6111,06/11/2017,697,7,6,4590000,108,103,3,44563,1530000,2,17,68,1,0,0,0,1980,,,,,,,,,,,,,,,,,,,2
0,149,6135,23/04/2018,698,24,0,3000000,132,132,5,22727,600000,1,1,1,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,7
0,46,7084,07/05/2020,699,7,0,2580000,55,55,3,46909,860000,2,6,22,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,1
4,82,7084,28/02/2018,699,18,0,2400000,67,67,3,35821,800000,1,4,4,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
8,186,7084,18/02/2018,699,48,0,1980000,55,55,2,36000,990000,1,5,22,0,0,0,0,2012,,,,,,,,,,,,,,,,,,,3
0,44,7084,18/12/2019,699,11,5,2130001,48,50,2,42600,1065000.5,1,5,40,1,0,0,0,2012,,,,,,,,,,,,,,,,,,,16
0,46,7084,05/12/2019,699,7,12,2160000,45,45,2,48000,1080000,3,4,22,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,1
5,290,7084,24/11/2019,699,19,0,2025000,45,43,2.5,47093,810000,1,5,12,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,1
27,153,7084,13/11/2019,699,38,7,2799998,75,75,3,37333,933332.67,4,6,28,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,1
13,64,7084,28/12/2017,699,7,0,1865000,47,47,2,39681,932500,4,6,22,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,1
0,103,7051,14/12/2017,699,2,0,1800000,36,36,1.5,50000,1200000,4,8,76,2,0,0,0,2011,,,,,,,,,,,,,,,,,,,2
4,46,7084,13/12/2017,699,7,0,1880000,45,45,2,41778,940000,4,6,22,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,2
2,46,7084,13/12/2017,699,7,0,1850000,47,47,2,39362,925000,2,6,22,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,2
0,103,7051,12/12/2017,699,2,0,1730000,42,42,2,41190,865000,1,8,71,1,0,0,0,2014,,,,,,,,,,,,,,,,,,,1
6,46,7084,11/12/2017,699,7,0,2080000,45,45,2,46222,1040000,2,6,22,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,3
23,102,7084,03/12/2017,699,26,0,2425850,53,53,3,45771,808616.67,7,9,25,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,3
18,102,7084,09/11/2017,699,26,0,1057925,0,48,2,22040,528962.5,6,9,25,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,1
-1,102,7084,09/11/2017,699,26,0,1057925,0,48,2,22040,528962.5,6,9,25,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,1
14,102,7084,07/11/2017,699,26,0,2025850,0,48,2.5,42205,810340,5,9,25,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,3
20,102,7084,07/11/2017,699,26,0,1615850,0,37,2,43672,807925,6,9,25,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,3
0,147,6947,28/12/2016,699,1,0,2356249,0,65,3,36250,785416.33,7,8,0,1,0,0,0,2019,,,,,,,,,,,,,,,,,,,2
6,147,6947,27/12/2016,699,1,0,2491850,0,65,3,38336,830616.67,1,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
117,147,6947,27/12/2016,699,1,0,2205850,0,61,3,36161,735283.33,4,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
1,147,6947,27/12/2016,699,1,0,2612850,0,65,3,40198,870950,7,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
5,4,9020,17/12/2016,699,1,,3216850,,94,4,34222,804212.5,4,8,44,,,,,2016,,,,,,,,,,,,,,,,,,,2
5,4,9020,17/12/2016,699,1,0,3216850,0,94,4,34222,804212.5,4,8,44,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
6,147,6947,15/12/2016,699,1,0,2451999,0,69,3,35536,817333.33,7,8,44,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,2
17,147,6947,15/12/2016,699,1,0,2241350,0,62,3,36151,747116.67,6,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
0,147,6947,15/12/2016,699,1,0,2657862,0,65,3,40890,885954,5,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
15,147,6947,15/12/2016,699,1,0,2090850,0,56,2,37337,1045425,2,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
34,147,6947,15/12/2016,699,1,0,2405850,0,68,3,35380,801950,3,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
-1,147,6947,15/12/2016,699,1,0,2265850,0,62,3,36546,755283.33,3,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
-2,147,6947,15/12/2016,699,1,0,2202850,0,56,2,39337,1101425,4,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,3
7,147,6947,15/12/2016,699,1,0,2128250,0,62,3,34327,709416.67,1,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
33,147,6947,15/12/2016,699,1,0,1127925,0,70,3,16113,375975,1,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
10,147,6947,15/12/2016,699,1,0,1547925,0,98,4,15795,386981.25,6,8,50,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
9,4,9020,08/12/2016,699,1,,2763800,,65,3,42520,921266.67,6,8,,,,,,2016,,,,,,,,,,,,,,,,,,,1
9,4,9020,08/12/2016,699,1,0,2763800,0,65,3,42520,921266.67,6,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
36,9,9020,17/11/2016,699,1,,2475850,,68,3,36410,825283.33,2,8,,,,,,2016,,,,,,,,,,,,,,,,,,,7
3,9,9020,17/11/2016,699,1,,2347850,,70,3,33541,782616.67,2,8,,,,,,2018,,,,,,,,,,,,,,,,,,,2
6,4,9020,17/11/2016,699,1,,2566450,,68,3,37742,855483.33,6,8,,,,,,2016,,,,,,,,,,,,,,,,,,,1
6,4,9020,17/11/2016,699,1,0,2566450,0,68,3,37742,855483.33,6,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
17,147,6947,17/11/2016,699,1,0,2140850,0,63,3,33982,713616.67,2,8,50,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,1
36,9,9020,17/11/2016,699,1,0,2475850,0,68,3,36410,825283.33,2,8,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,3
3,9,9020,17/11/2016,699,1,0,2347850,0,70,3,33541,782616.67,2,8,0,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,1
13,99,7051,18/12/2014,699,8,,1375000,47,,2,29255,687500,3,4,9,,,,,1932,,,,,,,,,,,,,,,,,,,11
0,44,7084,10/11/2014,699,11,,1400000,60,60,2,23333,700000,3,4,39,,,,,2014,,,,,,,,,,,,,,,,,,,1
27,230,7084,26/10/2014,699,41,,1800000,,54,2,33333,900000,6,6,,,,,,2011,,,,,,,,,,,,,,,,,,,2
33,103,7051,23/10/2014,699,2,,1440000,38,,1.5,37895,960000,3,8,,,,,,2010,,,,,,,,,,,,,,,,,,,2
0,160,7051,29/12/2013,699,20,,1435000,56,56,2,25625,717500,6,9,98,1,,,,2013,,,,,,,,,,,,,,,,,,,3
48,103,7051,27/12/2013,699,2,,1879999,66,66,3,28485,626666.33,1,9,,,,,,2011,,,,,,,,,,,,,,,,,,,1
0,103,7051,26/12/2013,699,2,,1150000,50,50,2,23000,575000,3,10,71,1,,,,2005,,,,,,,,,,,,,,,,,,,11
0,230,7084,15/12/2013,699,4,,1380000,45,45,2,30667,690000,3,6,22,,,,,2011,,,,,,,,,,,,,,,,,,,9
53,103,7051,11/12/2013,699,2,,1360000,50,50,2,27200,680000,5,5,,,,,,2013,,,,,,,,,,,,,,,,,,,1
14,168,7084,08/12/2013,699,42,,1280000,39,39,3,32821,426666.67,3,4,,,,,,1970,,,,,,,,,,,,,,,,,,,1
38,103,7051,02/12/2013,699,2,,1365000,42,42,2,32500,682500,4,9,71,,,,,2012,,,,,,,,,,,,,,,,,,,1
25,103,7051,14/11/2013,699,2,,896001,40,40,1.5,22400,597334,3,8,64,,,,,2013,,,,,,,,,,,,,,,,,,,3
0,103,7051,07/11/2013,699,2,,1200002,50,,2,24000,600001,1,9,,,,,,1970,,,,,,,,,,,,,,,,,,,1
16,164,7016,22/11/2012,699,1,,3161285,92,92,3,34362,1053761.67,1,4,8,1,,,,2012,,,,,,,,,,,,,,,,,,,1
15,164,7016,05/11/2012,699,1,,5655000,161,161,5,35124,1131000,3,4,8,1,,,71,2012,,,,,,,,,,,,,,,,,,,5
0,15,7051,30/08/2012,699,155,,4443494,,131,4,33920,1110873.5,9,9,51,2,,115,,2010,,,,,,,,,,,,,,,,,,,1
9,99,7051,26/07/2012,699,8,,790000,25,25,1,31600,790000,1,3,,,,,,1950,,,,,,,,,,,,,,,,,,,2
34,216,6626,08/03/2018,700,6,36,4330000,138,104,4,41635,1082500,3,3,11,2,0,0,0,2001,,,,,,,,,,,,,,,,,,,1
23,209,6626,15/02/2018,700,23,29,6650001,193,154,5,43182,1330000,0,6,30,4,0,117,0,2000,,,,,,,,,,,,,,,,,,,1
13,216,6626,24/04/2015,700,6,14,3100000,104,94,4,32979,775000,3,6,,2,,,,2008,,,,,,,,,,,,,,,,,,,11
40,214,6626,21/04/2015,700,10,0,3800002,100,0,4,38000,950001,0,4,0,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,1
40,214,6626,21/04/2015,700,10,,3800002,100,,4,38000,950001,0,4,,,,,,2000,,,,,,,,,,,,,,,,,,,1
13,214,6626,16/04/2015,700,14,,2450002,78,,3,31410,816667,0,7,,,,,,1998,,,,,,,,,,,,,,,,,,,44
13,214,6626,16/04/2015,700,14,0,2450002,78,0,3,31410,816667,0,7,0,0,0,0,0,1998,,,,,,,,,,,,,,,,,,,63
18,210,6626,06/12/2019,700,25,0,4450000,113,113,4,39381,1112500,4,6,36,2,0,0,0,2002,,,,,,,,,,,,,,,,,,,1
53,212,6626,17/12/2017,700,18,1,1097000,109,117,5,9376,219400,0,6,30,2,0,0,341,2000,,,,,,,,,,,,,,,,,,,1
4,246,6626,29/12/2016,700,19,,3000000,77,,3,38961,1000000,2,3,67,,,,,1960,,,,,,,,,,,,,,,,,,,2
4,246,6626,29/12/2016,700,19,0,3000000,77,0,3,38961,1000000,2,3,67,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,3
105,212,6626,08/12/2016,700,16,,3650001,119,113,5,32301,730000.2,3,6,26,,,,,2000,,,,,,,,,,,,,,,,,,,2
105,212,6626,08/12/2016,700,16,0,3650001,119,113,5,32301,730000.2,3,6,26,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,1
7,217,6626,05/12/2016,700,4,,3700001,117,,5,31624,740000.2,2,7,,,,,,1970,,,,,,,,,,,,,,,,,,,1
7,217,6626,05/12/2016,700,4,0,3700001,117,0,5,31624,740000.2,2,7,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,6
23,69,6135,07/07/2006,701,11,0,109600,0,30,1,3653,109600,0,2,6,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,5
56,669,6108,20/11/2017,702,76,0,4499998,163,172,4,26163,1124999.5,14,15,56,1,0,23,0,1970,,,,,,,,,,,,,,,,,,,2
32,1396,6213,22/12/2016,702,50,28,4250000,108,104,4,40865,1062500,7,19,203,1,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
148,1396,6213,02/11/2014,702,56,,3850000,117,117,5,32906,770000,2,16,65,1,,,,1977,,,,,,,,,,,,,,,,,,,1
144,1396,6213,28/12/2013,702,54,5,1437500,117,,5,12286,287500,1,16,,,,,,1974,,,,,,,,,,,,,,,,,,,1
196,1396,6213,01/12/2013,702,54,,4800000,117,,4,41026,1200000,14,15,,,,,,1990,,,,,,,,,,,,,,,,,,,1
3,399,6107,26/12/2012,702,67,,2320000,89,,4.5,26067,515555.56,1,9,,,,,,1970,,,,,,,,,,,,,,,,,,,2
14,399,6107,10/09/2012,702,67,,2599999,,87,4,29885,649999.75,4,9,34,1,,,,1975,,,,,,,,,,,,,,,,,,,1
6,114,7024,30/03/2015,703,36,,1670000,85,,3,19647,556667,1,3,,,,,,1950,,,,,,,,,,,,,,,,,,,1
7,114,7024,06/06/2011,703,36,,1280000,,73,4,17534,320000,2,2,,,,66,,1970,,,,,,,,,,,,,,,,,,,13
7,504,6107,26/02/2018,704,8,0,5100000,126,102,4,50000,1275000,4,12,38,1,0,0,0,1999,,,,,,,,,,,,,,,,,,,2
46,501,6107,03/06/2008,704,2,0,1600000,0,121,6,13223,266667,12,14,28,2,0,0,0,1995,,,,,,,,,,,,,,,,,,,14
-1,501,6107,03/06/2008,704,6,0,1600000,0,124,6,12903,266667,0,0,28,2,0,0,0,1995,,,,,,,,,,,,,,,,,,,1
38,504,6107,10/02/2008,704,8,0,6678000,0,171,6,39053,1113000,12,12,0,0,0,0,0,1999,,,,,,,,,,,,,,,,,,,2
163,29,6107,15/12/2019,704,12,0,7385995,102,102,4,72412,1846498.75,16,44,174,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,2
16,29,6107,15/12/2019,704,12,0,7385995,102,102,4,72412,1846498.75,16,44,174,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,3
162,29,6107,15/12/2019,704,12,0,5576526,75,75,3,74354,1858842,16,44,174,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,1
